Cust_id,Time_Section_Clothing,Time_Section_Electronics,Time_Section_Snacks,Time_Section_Sports,PickUp Products,Pref_cat
56,0.14,1,0.48,0.86,Running shoes,Sports
38,0.96,0.91,0.33,0.94,Climbing shoes,Sports
93,0.04,0.83,0.57,0.61,Sports headbands,Sports
87,0.23,0.58,1,0.46,Gymnastics leotard,Sports
88,0.47,0.03,0.68,0.79,Ping pong balls,Sports
56,0.22,0.19,0.78,0.3,Dumbbells,Sports
93,0.99,0.65,0.14,0.61,Jump rope,Sports
28,0.77,0.5,0.96,0.66,Skateboard,Sports
92,0.38,0.8,0.04,0.66,Sports watch (fitness tracking),Sports
45,0.87,0.86,0.23,0.55,Sports headbands,Sports
34,0.07,0.94,0.47,0.51,Tennis balls,Sports
68,0.3,0.61,0.22,0.46,Football,Sports
53,0.96,0.46,0.99,0.06,Bowling ball,Sports
72,0.64,0.79,0.77,0.55,Shuttlecocks,Sports
39,0.06,0.3,0.38,0.33,Tennis racket,Sports
77,1,0.61,0.87,0.62,Gymnastics leotard,Sports
63,0.91,0.66,0.07,0.08,Cycling helmet,Sports
53,0.83,0.66,0.3,0.69,Cycling jersey,Sports
87,0.58,0.55,0.96,0.39,Cycling jersey,Sports
84,0.03,0.51,0.64,0.14,Dumbbells,Sports
38,0.19,0.46,0.06,0.09,Ice skates,Sports
41,0.65,0.06,1,0.2,Tennis balls,Sports
54,0.5,0.55,0.91,0.81,Dumbbells,Sports
21,0.8,0.33,0.83,0.19,Basketball,Sports
51,0.86,0.62,0.58,0.33,Football,Sports
53,0.94,0.08,0.03,0.58,Table tennis paddle,Sports
69,0.61,0.69,0.19,0.43,Sports socks,Sports
78,0.46,0.39,0.65,0.36,Resistance bands,Sports
77,0.79,0.14,0.5,0.41,Skiing goggles,Sports
81,0.3,0.09,0.8,0.6,Soccer ball,Sports
39,0.61,0.2,0.86,0.42,Skiing goggles,Sports
47,0.66,0.81,0.94,0.42,Boxing gloves,Sports
68,0.66,0.19,0.61,0.88,Drone,Electronics
66,0.55,0.33,0.46,0.36,Digital camera,Electronics
22,0.51,0.58,0.79,0.42,Blu-ray player,Electronics
62,0.46,0.43,0.3,0.66,Home theater system,Electronics
100,0.06,0.36,0.61,0.3,Projector,Electronics
42,0.55,0.41,0.66,0.16,Projector,Electronics
28,0.33,0.6,0.66,0.55,Electric blanket,Electronics
50,0.62,0.42,0.55,0.44,Blood pressure monitor,Electronics
36,0.08,0.42,0.51,0.53,Noise-cancelling headphones,Electronics
54,0.69,0.88,0.46,0.05,Fitness tracker,Electronics
81,0.39,0.36,0.06,0.61,Video doorbell,Electronics
99,0.14,0.42,0.55,0.44,VR headset,Electronics
25,0.09,0.66,0.33,0.08,Robot vacuum cleaner,Electronics
42,0.2,0.3,0.62,0.2,Refrigerator,Electronics
28,0.81,0.16,0.08,0.4,Microwave oven,Electronics
80,0.19,0.55,0.69,0.91,Weather station,Electronics
37,0.33,0.44,0.39,0.55,USB hub,Electronics
92,0.58,0.53,0.14,0.89,Electric kettle,Electronics
34,0.43,0.05,0.09,0.23,GPS navigation device,Electronics
60,0.36,0.61,0.2,0.29,Handheld game console,Electronics
81,0.41,0.44,0.81,0.38,Cordless phone,Electronics
52,0.6,0.08,0.19,0.72,Cordless phone,Electronics
93,0.42,0.2,0.33,0.24,Noise-cancelling headphones,Electronics
51,0.42,0.4,0.58,0.7,Electric kettle,Electronics
33,0.88,0.91,0.43,0.26,USB hub,Electronics
44,0.36,0.55,0.36,0.31,Fitness tracker,Electronics
27,0.42,0.89,0.41,0.7,Home security camera,Electronics
38,0.66,0.23,0.6,0.74,Electric toothbrush,Electronics
41,0.3,0.29,0.42,0.86,Tablet,Electronics
52,0.16,0.38,0.42,0.35,Air purifier,Electronics
90,0.55,0.72,0.88,0.38,Satellite radio receiver,Electronics
64,0.44,0.24,0.36,0.35,Smart thermostat,Electronics
25,0.53,0.7,0.42,0.74,Robot vacuum cleaner,Electronics
44,0.05,0.26,0.66,0.03,E-reader,Electronics
81,0.61,0.31,0.3,0.65,Blu-ray player,Electronics
78,0.44,0.7,0.16,0.46,Fitness tracker,Electronics
66,0.08,0.74,0.55,0.4,Hair dryer,Electronics
23,0.2,0.86,0.44,0.49,Electric blanket,Electronics
56,0.4,0.35,0.53,0.82,Fitness tracker,Electronics
27,0.91,0.38,0.05,0.81,Handheld game console,Electronics
23,0.55,0.35,0.61,0.64,Washing machine,Electronics
87,0.89,0.74,0.44,0.36,Microwave oven,Electronics
84,0.23,0.03,0.08,0.31,Smart light bulbs,Electronics
38,0.29,0.65,0.2,0.76,Electric kettle,Electronics
41,0.38,0.46,0.4,0.72,Washing machine,Electronics
54,0.72,0.4,0.91,0.94,Home theater system,Electronics
21,0.24,0.49,0.55,0.91,Handheld game console,Electronics
51,0.7,0.82,0.89,0.51,Laptop,Electronics
53,0.26,0.81,0.23,0.88,Tablet,Electronics
69,0.31,0.64,0.29,0.12,Electric shaver,Electronics
78,0.7,0.36,0.38,0.77,Solar charger,Electronics
77,0.74,0.31,0.72,0.66,Fitness smart scale,Electronics
81,0.86,0.76,0.24,0.32,Blu-ray player,Electronics
39,0.35,0.72,0.7,0.48,Video doorbell,Electronics
47,0.38,0.94,0.26,0.98,Home security camera,Electronics
68,0.35,0.91,0.31,0.63,Weather station,Electronics
66,0.74,0.51,0.7,0.01,Robot vacuum cleaner,Electronics
22,0.03,0.88,0.74,0.48,Laptop,Electronics
62,0.65,0.12,0.86,0.24,Handheld game console,Electronics
100,0.46,0.77,0.35,0.19,Noise-cancelling headphones,Electronics
42,0.4,0.66,0.38,0.22,Gaming console,Electronics
28,0.49,0.32,0.35,0.68,Blood pressure monitor,Electronics
50,0.82,0.48,0.74,0.58,USB hub,Electronics
36,0.81,0.98,0.03,0.87,Bluetooth speaker,Electronics
89,0.64,0.63,0.65,0.62,Car stereo system,Electronics
77,0.36,0.01,0.46,0.41,E-reader,Electronics
100,0.31,0.48,0.4,0.43,Handheld game console,Electronics
68,0.76,0.24,0.49,0.03,Television,Electronics
83,0.72,0.19,0.82,0.85,Smartphone,Electronics
20,0.94,0.22,0.81,0.64,Blu-ray player,Electronics
31,0.91,0.68,0.64,0.46,Wireless charging pad,Electronics
26,0.51,0.58,0.36,0.03,GPS navigation device,Electronics
45,0.88,0.87,0.31,0.31,Tablet,Electronics
33,0.12,0.62,0.76,0.38,Refrigerator,Electronics
42,0.77,0.41,0.72,0.51,Solar charger,Electronics
28,0.66,0.43,0.94,0.9,Tablet,Electronics
69,0.32,0.03,0.91,0.15,Baby monitor,Electronics
70,0.48,0.85,0.51,0.61,Home theater system,Electronics
86,0.98,0.64,0.88,0.11,Car stereo system,Electronics
40,0.63,0.46,0.12,0.35,Tablet,Electronics
59,0.01,0.03,0.77,0.35,Smartphone,Electronics
39,0.48,0.31,0.66,0.99,Electric shaver,Electronics
71,0.24,0.38,0.32,0.45,Digital camera,Electronics
30,0.19,0.51,0.48,0.9,Solar charger,Electronics
64,0.22,0.9,0.98,0.45,Digital camera,Electronics
50,0.68,0.15,0.63,0.14,Blu-ray player,Electronics
40,0.58,0.61,0.01,0.93,Car stereo system,Electronics
24,0.87,0.11,0.48,0.57,Digital camera,Electronics
83,0.62,0.35,0.24,0.61,Handheld game console,Electronics
48,0.41,0.35,0.19,0.46,Smartwatch,Electronics
53,0.43,0.99,0.22,0.48,Hair dryer,Electronics
33,0.03,0.45,0.68,0.02,Blu-ray player,Electronics
89,0.85,0.9,0.58,0.78,Weather station,Electronics
50,0.64,0.45,0.87,0.08,Smart thermostat,Electronics
63,0.46,0.14,0.62,0.87,GPS navigation device,Electronics
54,0.03,0.93,0.41,0.33,Handheld game console,Electronics
92,0.31,0.57,0.43,0.91,Coffee maker with grinder,Electronics
50,0.38,0.61,0.03,0.21,Electric blanket,Electronics
25,0.51,0.46,0.85,0.82,Refrigerator,Electronics
28,0.9,0.48,0.64,0.46,Portable DVD player,Electronics
60,0.15,0.02,0.46,0.26,Refrigerator,Electronics
28,0.61,0.78,0.03,0.51,Air purifier,Electronics
33,0.11,0.08,0.31,0.33,Weather station,Electronics
31,0.35,0.87,0.38,0.15,USB hub,Electronics
92,0.35,0.33,0.51,0.83,Drone,Electronics
20,0.99,0.91,0.9,0.93,Smart light bulbs,Electronics
49,0.45,0.21,0.15,0.75,Coffee maker with grinder,Electronics
92,0.9,0.82,0.61,0.04,Handheld game console,Electronics
69,0.45,0.46,0.11,0.73,Gaming console,Electronics
23,0.14,0.26,0.35,0.59,Blu-ray player,Electronics
47,0.93,0.51,0.35,0.63,Electric shaver,Electronics
83,0.57,0.33,0.99,0.21,Fitness smart scale,Electronics
55,0.61,0.15,0.45,0.25,Digital camera,Electronics
84,0.46,0.83,0.9,0.83,Electric shaver,Electronics
28,0.48,0.93,0.45,0.36,USB hub,Electronics
41,0.02,0.75,0.14,0.75,Electric fan,Electronics
42,0.78,0.04,0.93,0.98,Robot vacuum cleaner,Electronics
26,0.08,0.73,0.57,0.66,E-reader,Electronics
75,0.87,0.59,0.61,0.3,Portable power bank,Electronics
82,0.33,0.63,0.46,0.79,Television,Electronics
21,0.91,0.21,0.48,0.75,Cordless phone,Electronics
99,0.21,0.25,0.02,0.79,Laptop,Electronics
50,0.82,0.83,0.78,0.44,Microwave oven,Electronics
39,0.46,0.36,0.08,0.29,Action camera,Electronics
68,0.26,0.75,0.87,0.19,Video doorbell,Electronics
50,0.51,0.98,0.33,0.77,Laptop,Electronics
65,0.33,0.66,0.91,0.24,Drone,Electronics
91,0.15,0.3,0.21,0.39,Smart light bulbs,Electronics
53,0.83,0.79,0.82,0.51,USB hub,Electronics
94,0.93,0.75,0.46,0.83,Portable power bank,Electronics
24,0.75,0.79,0.26,0.26,E-reader,Electronics
52,0.04,0.44,0.51,0.59,Television,Electronics
78,0.73,0.29,0.33,0.43,Digital camera,Electronics
83,0.59,0.19,0.15,0.32,Noise-cancelling headphones,Electronics
95,0.63,0.77,0.83,0.95,VR headset,Electronics
80,0.21,0.24,0.93,0.37,Cordless phone,Electronics
94,0.25,0.39,0.75,0.68,Fitness smart scale,Electronics
66,0.83,0.51,0.04,0.58,Home security camera,Electronics
27,0.36,0.83,0.73,0.35,Refrigerator,Electronics
88,0.75,0.26,0.59,0.37,Handheld game console,Electronics
50,0.98,0.59,0.63,0.58,Laptop,Electronics
59,0.66,0.43,0.21,0.81,Action camera,Electronics
99,0.3,0.32,0.25,0.72,Refrigerator,Electronics
27,0.79,0.95,0.83,0.77,Electric kettle,Electronics
53,0.75,0.37,0.36,0.78,VR headset,Electronics
94,0.79,0.68,0.75,0.33,Wireless charging pad,Electronics
41,0.44,0.58,0.98,0.26,Electric shaver,Electronics
51,0.29,0.35,0.66,0.53,Cordless phone,Electronics
71,0.19,0.37,0.3,0.41,Gaming console,Electronics
92,0.77,0.58,0.79,0.87,Portable air conditioner,Electronics
37,0.24,0.81,0.75,0.79,VR headset,Electronics
30,0.39,0.72,0.79,0.2,Microwave oven,Electronics
55,0.51,0.77,0.44,0.47,Electric fan,Electronics
61,0.83,0.78,0.29,0.6,Robot vacuum cleaner,Electronics
63,0.26,0.33,0.19,0.16,Smart light bulbs,Electronics
85,0.59,0.26,0.77,0.23,Weather station,Electronics
29,0.43,0.53,0.24,0.08,Hair dryer,Electronics
74,0.32,0.41,0.39,0.03,Electric shaver,Electronics
37,0.95,0.87,0.51,0.06,Hair dryer,Electronics
85,0.37,0.79,0.83,0.67,Electric shaver,Electronics
85,0.68,0.2,0.26,0.95,Portable DVD player,Electronics
72,0.58,0.47,0.59,0.37,Weather station,Electronics
57,0.35,0.6,0.43,0.69,Electric blanket,Electronics
58,0.37,0.16,0.32,0.61,Home security camera,Electronics
74,0.58,0.23,0.95,0.72,Electric shaver,Electronics
48,0.81,0.08,0.37,0.72,Television,Electronics
91,0.72,0.03,0.68,0.63,E-reader,Electronics
40,0.77,0.06,0.58,0.13,Hair dryer,Electronics
100,0.78,0.67,0.35,0.06,Bluetooth speaker,Electronics
63,0.33,0.95,0.37,0.06,Gaming console,Electronics
100,0.26,0.37,0.58,0.62,Fitness tracker,Electronics
51,0.53,0.69,0.81,0.18,Gaming console,Electronics
75,0.41,0.61,0.72,0.58,Bluetooth speaker,Electronics
43,0.87,0.72,0.77,0.29,Fitness smart scale,Electronics
66,0.79,0.72,0.78,0.21,Microwave oven,Electronics
56,0.2,0.63,0.33,0.55,Car stereo system,Electronics
88,0.47,0.13,0.26,0.91,Tablet,Electronics
81,0.6,0.06,0.53,0.94,Satellite radio receiver,Electronics
53,0.16,0.06,0.41,0.66,Blood pressure monitor,Electronics
88,0.23,0.62,0.87,0.71,Portable power bank,Electronics
39,0.08,0.18,0.79,0.57,Portable air conditioner,Electronics
73,0.03,0.58,0.2,0.07,Home security camera,Electronics
25,0.06,0.29,0.47,0.68,Television,Electronics
91,0.67,0.21,0.6,0.15,Weather station,Electronics
92,0.95,0.55,0.16,0.8,Fitness smart scale,Electronics
60,0.37,0.91,0.23,0.05,Gaming console,Electronics
81,0.69,0.94,0.08,0.91,Car stereo system,Electronics
83,0.61,0.66,0.03,0.35,Electric blanket,Electronics
37,0.72,0.71,0.06,0.18,Portable DVD player,Electronics
65,0.72,0.57,0.67,0.23,Smartwatch,Electronics
84,0.63,0.07,0.95,0.78,Handheld game console,Electronics
67,0.13,0.68,0.37,0.57,Electric shaver,Electronics
24,0.06,0.15,0.69,0.95,Blood pressure monitor,Electronics
88,0.06,0.8,0.61,0.29,Noise-cancelling headphones,Electronics
72,0.62,0.05,0.72,0.86,E-reader,Electronics
67,0.18,0.91,0.72,0.73,Action camera,Electronics
70,0.58,0.35,0.63,0.62,Wireless headphones,Electronics
96,0.29,0.18,0.13,0.39,Smartphone,Electronics
54,0.21,0.23,0.06,0.11,Microwave oven,Electronics
48,0.55,0.78,0.06,0.99,Bluetooth speaker,Electronics
34,0.91,0.57,0.62,0.86,Drone,Electronics
79,0.94,0.95,0.18,0.92,Projector,Electronics
21,0.66,0.29,0.58,0.23,Wireless headphones,Electronics
51,0.71,0.86,0.29,0.66,Refrigerator,Electronics
35,0.57,0.73,0.21,0.49,Hair dryer,Electronics
30,0.07,0.62,0.55,0.03,Blood pressure monitor,Electronics
32,0.68,0.39,0.91,0.67,Electric kettle,Electronics
90,0.15,0.11,0.94,0.09,Drone,Electronics
82,0.8,0.99,0.66,0.93,VR headset,Electronics
64,0.05,0.86,0.71,0.51,E-reader,Electronics
54,0.91,0.92,0.57,0.8,Coffee maker with grinder,Electronics
60,0.35,0.23,0.07,0.41,Refrigerator,Electronics
47,0.18,0.66,0.68,0.28,Laptop,Electronics
24,0.23,0.49,0.15,0.49,Electric blanket,Electronics
81,0.78,0.03,0.8,0.6,Portable DVD player,Electronics
66,0.57,0.67,0.05,0.77,Coffee maker with grinder,Electronics
63,0.95,0.09,0.91,0.75,Portable power bank,Electronics
48,0.29,0.93,0.35,0.45,Refrigerator,Electronics
76,0.86,0.51,0.18,0.4,Gaming console,Electronics
50,0.73,0.8,0.23,0.19,Laptop,Electronics
69,0.62,0.41,0.78,0.81,Satellite radio receiver,Electronics
39,0.39,0.28,0.57,0.09,E-reader,Electronics
39,0.11,0.49,0.95,0.66,Blood pressure monitor,Electronics
29,0.99,0.6,0.29,0.01,Projector,Electronics
77,0.86,0.77,0.86,0.83,Solar charger,Electronics
44,0.92,0.75,0.73,0.87,Electric fan,Electronics
78,0.23,0.45,0.62,0.25,Hair dryer,Electronics
66,0.66,0.4,0.39,0.06,Drone,Electronics
56,0.49,0.19,0.11,0.54,Washing machine,Electronics
27,0.03,0.81,0.99,0.42,Electric blanket,Electronics
35,0.67,0.09,0.86,0.77,Television,Electronics
32,0.09,0.66,0.92,0.91,GPS navigation device,Electronics
75,0.93,0.01,0.23,0.51,Satellite radio receiver,Electronics
41,0.51,0.83,0.66,0.06,Portable DVD player,Electronics
84,0.8,0.87,0.49,0.13,Cordless phone,Electronics
90,0.41,0.25,0.03,0.95,Electric blanket,Electronics
25,0.28,0.06,0.67,0.38,VR headset,Electronics
29,0.49,0.54,0.09,0.02,Noise-cancelling headphones,Electronics
56,0.6,0.42,0.93,0.74,Tablet,Electronics
49,0.77,0.77,0.51,0,Coffee maker with grinder,Electronics
61,0.75,0.91,0.8,0.09,Tablet,Electronics
75,0.45,0.51,0.41,0.35,Electric shaver,Electronics
36,0.4,0.06,0.28,0.83,E-reader,Electronics
85,0.19,0.13,0.49,0.92,Car stereo system,Electronics
89,0.81,0.95,0.6,0.73,Electric shaver,Electronics
88,0.09,0.38,0.77,0.99,Projector,Electronics
42,0.66,0.02,0.75,0.17,Tablet,Electronics
73,0.01,0.74,0.45,0.95,Television,Electronics
60,0.83,0,0.4,0.22,Portable DVD player,Electronics
67,0.87,0.09,0.19,0.71,Satellite radio receiver,Electronics
78,0.25,0.35,0.81,0.87,Electric kettle,Electronics
50,0.06,0.83,0.09,0.39,Fitness smart scale,Electronics
38,0.54,0.92,0.66,0.92,Electric blanket,Electronics
63,0.42,0.73,0.01,0.75,Hair dryer,Electronics
64,0.77,0.99,0.83,0.81,Handheld game console,Electronics
41,0.91,0.17,0.87,0.6,Fitness smart scale,Electronics
80,0.51,0.95,0.25,0.88,Bluetooth speaker,Electronics
85,0.06,0.22,0.06,0.88,Projector,Electronics
90,0.13,0.71,0.54,0.2,Action camera,Electronics
89,0.95,0.87,0.42,0.45,Electric fan,Electronics
30,0.38,0.39,0.77,0.83,USB hub,Electronics
86,0.02,0.92,0.91,0.64,Washing machine,Electronics
76,0.74,0.75,0.51,0.42,Solar charger,Electronics
20,0,0.81,0.06,0.52,Electric toothbrush,Electronics
51,0.09,0.6,0.13,0.81,E-reader,Electronics
73,0.35,0.88,0.95,0.07,Air purifier,Electronics
69,0.83,0.88,0.38,0.87,Solar charger,Electronics
48,0.92,0.2,0.02,0.72,Washing machine,Electronics
76,0.73,0.45,0.74,0.97,Fitness smart scale,Electronics
38,0.99,0.83,0,0.71,Car stereo system,Electronics
27,0.17,0.64,0.09,0.92,GPS navigation device,Electronics
53,0.95,0.42,0.35,0.31,Coffee maker with grinder,Electronics
21,0.22,0.52,0.83,0.08,Drone,Electronics
70,0.71,0.81,0.92,0.21,Electric fan,Electronics
49,0.87,0.07,0.73,0.33,Television,Electronics
90,0.39,0.87,0.99,0.8,Home security camera,Electronics
62,0.92,0.72,0.17,0.53,Smart light bulbs,Electronics
23,0.75,0.97,0.95,0.51,Noise-cancelling headphones,Electronics
20,0.81,0.71,0.22,0.62,Tablet,Electronics
21,0.6,0.92,0.71,0.91,Electric blanket,Electronics
100,0.88,0.31,0.87,0.46,Satellite radio receiver,Electronics
100,0.88,0.08,0.39,0.21,Hair dryer,Electronics
100,0.2,0.21,0.92,0.59,Microwave oven,Electronics
30,0.45,0.33,0.75,0.76,Electric blanket,Electronics
37,0.83,0.8,0.81,0.49,Laptop,Electronics
83,0.64,0.53,0.6,0.59,Washing machine,Electronics
28,0.42,0.51,0.88,0.1,Tablet,Electronics
66,0.52,0.62,0.88,0.31,Weather station,Electronics
96,0.81,0.91,0.2,0.81,Television,Electronics
50,0.07,0.46,0.45,0.78,Electric shaver,Electronics
24,0.87,0.21,0.83,0.58,Portable air conditioner,Electronics
93,0.72,0.59,0.64,0.31,Portable DVD player,Electronics
83,0.97,0.76,0.42,0.67,Noise-cancelling headphones,Electronics
90,0.71,0.49,0.52,0.44,Baby monitor,Electronics
85,0.92,0.59,0.81,0.45,GPS navigation device,Electronics
20,0.31,0.1,0.07,0.53,Projector,Electronics
20,0.08,0.31,0.87,0.75,Washing machine,Electronics
31,0.21,0.81,0.72,0.74,Weather station,Electronics
39,0.33,0.78,0.97,0.79,Laptop,Electronics
40,0.8,0.58,0.71,0.53,USB hub,Electronics
100,0.53,0.31,0.92,0.76,Refrigerator,Electronics
27,0.51,0.67,0.31,0.76,Air purifier,Electronics
70,0.62,0.44,0.08,0.28,Electric kettle,Electronics
39,0.91,0.45,0.21,0.59,Fitness smart scale,Electronics
37,0.46,0.53,0.33,0.79,Action camera,Electronics
50,0.21,0.75,0.8,0.32,Electric toothbrush,Electronics
30,0.59,0.74,0.53,0.83,VR headset,Electronics
34,0.76,0.79,0.51,0.63,Refrigerator,Electronics
22,0.49,0.53,0.62,0.79,Fitness smart scale,Electronics
26,0.59,0.76,0.91,0.61,Blu-ray player,Electronics
40,0.1,0.76,0.46,0.92,Blu-ray player,Electronics
95,0.31,0.28,0.21,0.91,E-reader,Electronics
54,0.81,0.59,0.59,0.82,Satellite radio receiver,Electronics
53,0.78,0.79,0.76,0.01,Electric kettle,Electronics
83,0.58,0.32,0.49,0.12,Satellite radio receiver,Electronics
56,0.31,0.83,0.59,0.46,Electric toothbrush,Electronics
99,0.67,0.63,0.1,0.47,Home theater system,Electronics
60,0.44,0.79,0.31,0.73,Washing machine,Electronics
92,0.45,0.61,0.81,0.08,Washing machine,Electronics
98,0.53,0.92,0.78,0.64,Fitness smart scale,Electronics
34,0.75,0.91,0.58,0.99,Bluetooth speaker,Electronics
71,0.74,0.82,0.31,0.03,E-reader,Electronics
33,0.79,0.01,0.67,0.33,E-reader,Electronics
94,0.53,0.12,0.44,0.81,Projector,Electronics
98,0.76,0.46,0.45,0.21,Washing machine,Electronics
57,0.76,0.47,0.53,0.2,Wireless headphones,Electronics
43,0.28,0.73,0.75,0.07,Microwave oven,Electronics
77,0.59,0.08,0.74,0.15,USB hub,Electronics
32,0.79,0.64,0.79,0.06,Home security camera,Electronics
42,0.32,0.99,0.53,0.59,Tablet,Electronics
47,0.83,0.03,0.76,0.85,Television,Electronics
36,0.63,0.33,0.76,0.6,Television,Electronics
46,0.79,0.81,0.28,0.64,Portable power bank,Electronics
96,0.61,0.21,0.59,0.77,Projector,Electronics
60,0.92,0.2,0.79,0.46,Video doorbell,Electronics
46,0.91,0.07,0.32,0.08,Home security camera,Electronics
68,0.82,0.15,0.83,0.05,VR headset,Electronics
36,0.01,0.06,0.63,0.65,Hair dryer,Electronics
89,0.12,0.59,0.79,0.34,Smartphone,Electronics
92,0.46,0.85,0.61,0.65,Blu-ray player,Electronics
60,0.47,0.6,0.92,0.11,GPS navigation device,Electronics
59,0.73,0.64,0.91,0.7,Car stereo system,Electronics
81,0.08,0.77,0.82,0.04,Refrigerator,Electronics
87,0.64,0.46,0.01,0.49,Washing machine,Electronics
87,0.99,0.08,0.12,0.93,GPS navigation device,Electronics
45,0.03,0.05,0.46,0.88,E-reader,Electronics
99,0.33,0.65,0.47,0.43,Portable air conditioner,Electronics
51,0.81,0.34,0.73,0.91,Fitness tracker,Electronics
32,0.21,0.65,0.08,0.63,Wireless charging pad,Electronics
89,0.2,0.11,0.64,0.27,Fitness tracker,Electronics
76,0.07,0.7,0.99,0.83,Fitness tracker,Electronics
95,0.15,0.04,0.03,0.46,Portable DVD player,Electronics
45,0.06,0.49,0.33,0.84,Microwave oven,Electronics
33,0.59,0.93,0.81,0.51,Drone,Electronics
64,0.85,0.88,0.21,0.11,Projector,Electronics
36,0.6,0.43,0.2,0.43,Hair dryer,Electronics
40,0.64,0.91,0.07,0.7,Electric shaver,Electronics
81,0.77,0.63,0.15,0.71,Cordless phone,Electronics
65,0.46,0.27,0.06,0.19,Electric fan,Electronics
44,0.08,0.83,0.59,0.9,Television,Electronics
87,0.05,0.46,0.85,0.8,Blu-ray player,Electronics
88,0.65,0.84,0.6,0.93,Solar charger,Electronics
79,0.34,0.51,0.64,0.37,VR headset,Electronics
67,0.65,0.11,0.77,0.95,Cordless phone,Electronics
96,0.11,0.43,0.46,0.75,Baby monitor,Electronics
98,0.7,0.7,0.08,0.61,Fitness smart scale,Electronics
60,0.04,0.71,0.05,0.25,Shuttlecocks,Sports
78,0.49,0.19,0.65,0.17,Wetsuit,Sports
51,0.93,0.9,0.34,0.95,Archery arrows,Sports
23,0.88,0.8,0.65,0.19,Tennis balls,Sports
78,0.43,0.93,0.11,0.96,Tennis grip tape,Sports
90,0.91,0.37,0.7,0.06,Yoga mat,Sports
74,0.63,0.95,0.04,0.11,Bowling ball,Sports
42,0.27,0.75,0.49,0.99,Dumbbells,Sports
58,0.83,0.61,0.93,0.47,Cycling helmet,Sports
59,0.46,0.25,0.88,0.45,Sports watch (fitness tracking),Sports
57,0.84,0.17,0.43,0.79,Archery arrows,Sports
60,0.51,0.95,0.91,0.09,Gymnastics leotard,Sports
55,0.11,0.19,0.63,0.21,Surfboard,Sports
93,0.43,0.96,0.27,0.6,Cycling jersey,Sports
30,0.7,0.06,0.83,0.5,Soccer ball,Sports
33,0.71,0.11,0.46,0.03,Skateboard,Sports
32,0.19,0.99,0.84,0.37,Wetsuit,Sports
92,0.9,0.47,0.51,0.38,Snowboard,Sports
93,0.8,0.45,0.11,0.46,Sports headbands,Sports
93,0.93,0.79,0.43,0.82,Beach volleyball,Sports
32,0.37,0.09,0.7,0.14,Baseball bat,Sports
57,0.95,0.21,0.71,0.57,Baseball,Sports
76,0.75,0.6,0.19,0.1,Baseball,Sports
85,0.61,0.5,0.9,0.53,Cycling jersey,Sports
80,0.25,0.03,0.8,0.47,Sports socks,Sports
78,0.17,0.37,0.93,0.72,Roller skates,Sports
31,0.95,0.38,0.37,0.53,Volleyball,Sports
55,0.19,0.46,0.95,0.54,Soccer ball,Sports
57,0.96,0.82,0.75,0.52,Cycling jersey,Sports
35,0.06,0.14,0.61,0.25,Golf clubs,Sports
97,0.11,0.57,0.25,0.99,Gymnastics leotard,Sports
44,0.99,0.1,0.17,0.69,Water bottle (hydration),Sports
58,0.47,0.53,0.95,0.17,Weightlifting gloves,Sports
51,0.45,0.47,0.19,0.91,Shuttlecocks,Sports
76,0.79,0.72,0.96,0.37,Volleyball,Sports
77,0.09,0.53,0.06,0.39,Gymnastics leotard,Sports
76,0.21,0.54,0.11,0.37,Badminton racket,Sports
46,0.6,0.52,0.99,0.36,Bowling ball,Sports
61,0.5,0.25,0.47,0.03,Yoga mat,Sports
45,0.03,0.99,0.45,0.47,Cycling jersey,Sports
24,0.37,0.69,0.79,0.8,Badminton racket,Sports
99,0.38,0.17,0.09,0.4,Baseball,Sports
77,0.46,0.91,0.21,0.69,Tennis balls,Sports
47,0.82,0.37,0.6,0.49,Wetsuit,Sports
93,0.14,0.39,0.5,0.96,Skateboard,Sports
56,0.57,0.37,0.03,0.9,Punching bag,Sports
21,0.1,0.36,0.37,0.44,Weightlifting gloves,Sports
64,0.53,0.03,0.38,0.47,Running shorts,Sports
86,0.47,0.47,0.46,0.8,Ping pong balls,Sports
27,0.72,0.8,0.82,0.4,Yoga mat,Sports
81,0.53,0.4,0.14,0.69,Tennis grip tape,Sports
57,0.54,0.69,0.57,0.49,Skiing goggles,Sports
86,0.52,0.49,0.1,0.96,Boxing gloves,Sports
34,0.25,0.96,0.53,0.9,Hockey stick,Sports
86,0.99,0.9,0.47,0.44,Climbing harness,Sports
28,0.69,0.44,0.72,0.4,Baseball bat,Sports
35,0.17,0.47,0.53,0.69,Punching bag,Sports
74,0.91,0.8,0.54,0.49,Weightlifting gloves,Sports
36,0.37,0.4,0.52,0.96,Water bottle (hydration),Sports
96,0.39,0.69,0.25,0.9,Shuttlecocks,Sports
88,0.37,0.49,0.99,0.44,Gymnastics leotard,Sports
22,0.36,0.96,0.69,0.47,Tennis grip tape,Sports
83,0.03,0.9,0.17,0.8,Running shorts,Sports
60,0.47,0.44,0.91,0.4,Snowboard,Sports
59,0.8,0.4,0.37,0.69,Yoga mat,Sports
35,0.4,0.69,0.39,0.49,Table tennis paddle,Sports
34,0.69,0.49,0.37,0.96,Beach volleyball,Sports
34,0.49,0.96,0.36,0.9,Climbing shoes,Sports
77,0.96,0.9,0.03,0.44,Baseball,Sports
38,0.9,0.44,0.47,0.49,Water bottle (hydration),Sports
